"title","journal","year","otros_investigadores"
"Some properties of continuous function spaces","Portugaliae mathematica",1992,"JR Ferrer;M López Pellicer;LM Sánchez Ruiz"
"BARRELLED SPACES OF CLASS 0","Aportaciones matemáticas: en memoria del profesor Víctor Manuel Onieva …",1991,"JC Ferrando;M López-Pellicer"
"Barrelled spaces of class No which are mot totally barrelled","Aportaciones matemáticas: en memoria del profesor Víctor Manuel Onieva …",1991,"ML Pellicer;JCF Pérez"
"Compact contractive projections in continuous function spaces.","Michigan Mathematical Journal",1991,"JRF Villanueva;ML Pellicer;LMS Ruiz"
"ON LINEARLY BARRELLED SPACES","Contribuciones matemáticas en homenaje al profesor D. Antonio Plans Sanz de …",1990,"JC Ferrando;M López-Pellicer"
"On linearly barrelled spaces","Contribuciones matemáticas en homenaje al profesor Antonio Plans Sanz de …",1990,"JCF Pérez;ML Pellicer"
"Barreled spaces of class n and of class Xo","Disertaciones del Seminario de Matemáticas Fundamentales",1989,"JCF Pérez;ML Pellicer"
"Topologías fuertes en espacios lineal mente topologizados de funciones continuas","Revista de la Real Academia de Ciencias Exactas Físicas y Naturales",1989,"JR Ferrer;ML Pellicer;JMASYLMS RUIZ"
"Barrelled Spaces of Class N and of Class ","Universidad Nacional de Educación a Distancia. Departamento de Matemáticas",1989,"JC Ferrando;M López-Pellicer"
"Teoremas de inserción en espacios topológicos","X Jornadas hispano-lusas de matemáticas: sección topología",1985,"ML Pellicer"
"Productos de espacios I-Baires convexos","X Jornadas hispano-lusas de matemáticas: sección de análisis matemático",1985,"ML Pellicer"
"Una nota sobre la propiedad de Blumberg.","Revista de la Real Academia de Ciencias Exactas Físicas y Naturales",1984,"ML Pellicer"
"Inmersión en espacios cuasiseudométricos y cuasiuniformes.","Revista de la Real Academia de Ciencias Exactas Físicas y Naturales",1982,"ML Pellicer;S Romaguera"
"UNA CARACTERIZACIÓN DE LOS ESPACIOS TOPOLOGICOS DE MOORE","Revista de la Real Academia de Ciencias Exactas Físicas y Naturales",1982,"ML Pellicer;ET Ferrandis"
"Sobre el teorema de inmersión de Mrówka.","Revista matemática hispanoamericana",1981,"ML Pellicer;ET Ferrandis"
"La normalidad de un espacio topológico no es una propiedad local","Publicacions de la Secció de Matemàtiques",1980,"M López Pellicer"
"Desarrollos asintóticos y familias compactas de funciones holomorfas con valores vectoriales","Universitat de València",1969,"ML Pellicer"
"Document downloaded from","",NA,"M López Pellicer;J KAKOL;O Okunev"
"Document downloaded from","",NA,"J Serrano;P Olmeda;FJ Arnau Martínez;V Samala"
"Covering properties of Cp (Y| X)","",NA,"JC Ferrando;M López-Pellicer;S Moll-López"
"Functional Analysis and Continuous Optimization","",NA,"JM Amigó;MJ Cánovas;MA López-Cerdá;M López-Pellicer"
"Descriptive Topology in Selected Topics of Functional Analysis","",NA,"JKW Kubis;M López-Pellicer"
