title,journal,year,otros_investigadores
The range of non-surjective convolution operators on Beurling spaces,Glasgow Mathematical Journal,1996.0,J Bonet;A Galbis
Operator Spaces Containing c               0 OR l∞,Results in Mathematics,1995.0,J Bonet;P Domanski;M Lindstrom;MS Ramanujan
Bounded sets in (LF)-spaces,Proceedings of the American Mathematical Society,1995.0,J Bonet;C Fernandez
Operators acting in the dual spaces of discrete Cesaro spaces,Monatshefte fur Mathematik,2020.0,J Bonet;WJ Ricker
Noncomplete Mackey topologies on Banach spaces,Bulletin of the Australian Mathematical Society,2010.0,J Bonet;B Cascales
Projective representations of spaces of quasianalytic functionals,Studia Mathematica,2004.0,J Bonet;R Meise;SN Melikhov
Distinguished subspaces and quotients of Kothe echelon spaces,Bull. Pol. Acad. Sci. Math,1991.0,J Bonet;JC Diaz
Projective tensor products of distinguished Frechet spaces,Proceedings of the Royal Irish Academy. Section A: Mathematical and Physical ...,1985.0,J Bonet;A Defant
Some results on barreledness in projective tensor products,Mathematische Zeitschrift,1984.0,J Bonet;PP Carreras
Dynamics of shift operators on non-metrizable sequence spaces,Revista Matematica Iberoamericana,2021.0,J Bonet;T Kalmes;A Peris
"The Frechet spaces ces (p+), 1< p<∞",Journal of mathematical analysis and applications,2018.0,AA Albanese;J Bonet;WJ Ricker
On the theorem of Borel for quasianalytic classes,Mathematica scandinavica,2013.0,J Bonet;R Meise
On the topological description of weighted inductive limits of spaces of holomorphic and harmonic functions,Archiv der Mathematik,1999.0,J Bonet;D Vogt
The density condition in subspaces and quotients of Frechet spaces,Monatshefte fur Mathematik,1994.0,J Bonet;JC Diaz
The Frechet Schwartz algebra of uniformly convergent Dirichlet series,Proceedings of the Edinburgh Mathematical Society,2018.0,J Bonet
Quojections and the problem of topologies of Grothendieck,Note di Matematica,1991.0,J Bonet;J Taskinen
A note on Taskinen's counterexamples on the problem of topologies of Grothendieck,Proceedings of the Edinburgh Mathematical Society,1989.0,J Bonet;A Galbis
The countable neighbourhood property and tensor products,Proceedings of the Edinburgh Mathematical Society,1985.0,J Bonet
"Linear operators on the (LB)-sequence spaces ces (p−), 1< p≤∞","Descriptive topology and functional analysis. II, Springer Proc. Math. Stat ...",2019.0,AA Albanese;J Bonet;WJ Ricker
Solid hulls of weighted Banach spaces of analytic functions on the unit disc with exponential weights,arXiv preprint arXiv:,2017.0,J Bonet;J Taskinen
Abel’s functional equation and eigenvalues of composition operators on spaces of real analytic functions,Integral Equations and Operator Theory,2015.0,J Bonet;P Domanski
Shrinking and boundedly complete Schauder frames in Frechet spaces,Journal of Mathematical Analysis and Applications,2014.0,J Bonet;C Fernandez;A Galbis;JM Ribera
Uniform convergence and spectra of operators in a class of Frechet spaces,Abstract and Applied Analysis,2014.0,AA Albanese;J Bonet;WJ Ricker
Operator-weighted composition operators between weighted spaces of vector-valued analytic functions,Annales Fennici Mathematici,2012.0,JM Bonet;C Gomez-Collado;J David;E Wolf
A problem on the structure of Frechet spaces,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2010.0,J Bonet
Holomorphic functions on locally closed convex sets and projective descriptions,Bulletin of the Belgian Mathematical Society-Simon Stevin,2003.0,J Bonet;R Meise;SN Melikhov
Biduality in (LF)-spaces,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2001.0,J Bonet;KD Bierstedt
Operators of solution for convolution equations,Note di Matematica,1997.0,J Bonet;C Fernandez;R Meise
Quojections and projective tensor products,Archiv der Mathematik,1985.0,J Bonet
A note about a result of Eidelheit,Collectanea mathematica,1982.0,P Perez Carreras
Spectral properties of generalized Cesaro operators in sequence spaces,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2023.0,AA Albanese;J Bonet;WJ Ricker
On boundedness and compactness of Toeplitz operators in weighted H∞-spaces,Journal of Functional Analysis,2020.0,J Bonet;W Lusky;J Taskinen
The spectrum of Volterra operators on Korenblum type spaces of analytic functions,Integral Equations and Operator Theory,2019.0,J Bonet
Frames and representing systems in Frechet spaces and their duals,,2017.0,J Bonet;C Fernandez;A Galbis;JM Ribera
Dynamics and spectrum of the Cesaro operator on ,Monatshefte fur Mathematik,2016.0,AA Albanese;J Bonet;WJ Ricker
Abscissas of weak convergence of vector valued Dirichlet series,Journal of Functional Analysis,2015.0,J Bonet
Characterization of the convolution operators on quasianalytic classes of Beurling type that admit a continuous linear right inverse,Studia Mathematica,2008.0,J Bonet;R Meise
The canonical spectral measure and koothe function spaces,Quaestiones Mathematicae,2006.0,J Bonet;S Okada;WJ Ricker
Ranges of vector measures in Frechet spaces,Indagationes Mathematicae,2000.0,J Bonet;S Diaz-Madrigal
Weighted spaces of holomorphic functions and sequence spaces,Note di Matematica,1997.0,J Bonet;D Vogt
Whitney's extension theorem for non-quasi-analytic classes of ultradifferentiable functions.,Extracta mathematicae,1990.0,J Bonet;RW Braun;R Meise;BA Taylor
On different types of non-distinguished Frechet spaces,Note di Matematica,1990.0,J Bonet;S Dierolf;C Fernandez
Hausdorff Operators on Weighted Banach Spaces of Type ,Complex Analysis and Operator Theory,2022.0,J Bonet
A note about the spectrum of composition operators induced by a rotation,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2020.0,J Bonet
Dynamics of the Volterra-type integral and differentiation operators on generalized Fock spaces,Results in mathematics,2019.0,J Bonet;T Mengestie;M Worku
The Cesaro operator on duals of power series spaces of infinite type,Journal of operator theory,2018.0,AA Albanese;J Bonet;WJ Ricker
Norm-attaining weighted composition operators on weighted Banach spaces of analytic functions,Archiv der Mathematik,2012.0,J Bonet;M Lindstrom;E Wolf
Cotype and complemented copies of  in spaces of operators,Czechoslovak Mathematical Journal,1996.0,J Bonet;P Domanski;M Lindstrom
Coincidence of topologies on tensor products of Kothe echelon spaces,Studia Mathematica,1994.0,J Bonet;A Defant;A Peris;M Ramanujan
Una nota sobre la coincidencia de topologias en productos tensoriales,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales",1987.0,JA Bonet Solves
Function spaces and operators between them,Springer,2023.0,J Bonet;D Jornet;P Sevilla-Peris
Frechet and (LB) sequence spaces induced by dual Banach spaces of discrete Cesaro spaces,,2021.0,J Bonet;WJ Ricker
On the boundedness of Toeplitz operators with radial symbols over weighted sup-norm spaces of holomorphic functions,Journal of Mathematical Analysis and Applications,2021.0,J Bonet;W Lusky;J Taskinen
Associated weights for spaces of p-integrable entire functions,Quaestiones Mathematicae,2020.0,J Bonet;EM Mangino
The differentiation operator in the space of uniformly convergent Dirichlet series,Mathematische Nachrichten,2020.0,J Bonet
A note on completeness of weighted normed spaces of analytic functions,Results in Mathematics,2017.0,J Bonet;D Vukotic
Uniform mean ergodicity of -semigroups\newline in a class of Frechet spaces,Functiones et Approximatio Commentarii Mathematici,2014.0,AA Albanese;J Bonet;WJ Ricker
Spectral measures in classes of Frechet spaces,Bulletin de la Societe Royale des Sciences de Liege,2004.0,J Bonet;WJ Ricker
Espacios de funciones meromorfas,Universidad Politecnica de Valencia,2001.0,EJ Mora;JB Solves;M Maestre;...
The sets of monomorphisms and of almost open operators between locally convex spaces,Proceedings of the American Mathematical Society,2001.0,J Bonet;J Conejero
A note on the Schwartz space B(Rn               ) endowed with the strict topology,Archiv der Mathematik,1990.0,J Bonet;M Maestre
Countable strict inductive limits and the bounded decomposition property,Proceedings of the Royal Irish Academy. Section A: Mathematical and Physical ...,1990.0,J Bonet;S Dierolf
Sobre ciertos espacios de funciones continuas con valores vectoriales.,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales,1981.0,JB Solves
Unbounded Bergman projections on weighted spaces with respect to exponential weights,Integral Equations and Operator Theory,2021.0,J Bonet;W Lusky;J Taskinen
Operators acting in sequence spaces generated by dual Banach spaces of discrete Cesaro spaces,Functiones et Approximatio Commentarii Mathematici,2021.0,J Bonet;WJ Ricker
Nuclear weighted composition operators on weighted Banach spaces of analytic functions,Proceedings of the American Mathematical Society,2021.0,J Bonet;M Gomez-Collado;E Jorda;D Jornet
Monomial basis in Korenblum type spaces of analytic functions,Proceedings of the American Mathematical Society,2018.0,J Bonet;W Lusky;J Taskinen
Reordenacion de series. El teorema de Levy-Steinitz,Gaceta de la Real Sociedad Matematica Espanola,2013.0,JA Bonet Solves
Toeplitz operators on the space of analytic functions with logarithmic growth,Journal of mathematical analysis and applications,2009.0,J Bonet;J Taskinen
Weighted inductive limits of spaces of entire functions,Monatshefte fur Mathematik,2008.0,KD Bierstedt;J Bonet;J Taskinen
Ultradifferentiable Fundamental Kernels of Linear Partial Differential Operators on Non-quasianalytic Classes of Roumieu Type,Publications of the Research Institute for Mathematical Sciences,2007.0,AA Albanese;J Bonet
Strong duals of projective limits of (LB)-spaces,Czechoslovak Mathematical Journal,2002.0,J Bonet;S Dierolf;J Wengenroth
Intersections of Frechet Schwartz spaces and their duals,Archiv der Mathematik,1997.0,J Bonet
Projective descriptions of inductive limits of Frechet sequence spaces,Archiv der Mathematik,1987.0,J Bonet
"Representaciones de los espacios Ek (V, E) y Dk (V, E).",Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales,1982.0,J Bonet
Generalized Cesaro operators in weighted Banach spaces of analytic functions with sup-norms,Collectanea Mathematica,2024.0,AA Albanese;J Bonet;WJ Ricker
Distance formulas on weighted Banach spaces of analytic functions,Complex Analysis and Operator Theory,2019.0,J Bonet;W Lusky;J Taskinen
Erratum to: Dynamics and spectrum of the Cesaro operator on C_infty (R+),Monatshefte fur Mathematik,2016.0,A Albanese;JA Bonet Solves;WJ Ricker
Characterizing Frechet-Schwartz spaces via power bounded operators,Studia Mathematica,2014.0,AA Albanese;JA Bonet Solves;WJ Ricker
Frechet spaces with no infinite-dimensional Banach quotients,Journal of Mathematical Analysis and Applications,2012.0,AA Albanese;J Bonet
"Bornological spaces of type C (X)⊗ ε E and C (X, E)",Funct. Approx. Comment. Math,1987.0,J Bonet;J Schmets
"DENSITY CONDITION AND DISTINGUISHED ECHELON SPACES-FR, EN",COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE I-MATHEMATIQUE,1986.0,KD Bierstedt;J Bonet
Generalized Hilbert operators acting on weighted spaces of holomorphic functions with sup-norms,Banach Journal of Mathematical Analysis,2025.0,MJ Beltran-Meneu;J Bonet;E Jorda
Compact weighted composition operators on spaces of holomorphic functions on Banach spaces,Journal of Operator Theory,2023.0,J Bonet;D Jornet;D Santacreu;P Sevilla-Peris
Weighted composition operators on weighted spaces of Banach valued analytic functions,Recent Advances in Mathematical Analysis: Celebrating the,2022.0,J Bonet;E Gomez-Orts
Invariant subspaces of the integration operators on Hormander algebras and Korenblum type spaces,Integral Equations and Operator Theory,2020.0,J Bonet;A Galbis
Order spectrum of the Cesaro operator in Banach lattice sequence spaces,Positivity,2020.0,J Bonet;WJ Ricker
Linear Operators on the (LB)-Sequence Spaces: In Honour of Manuel Lopez-Pellicer,The Meeting in Topology and Functional Analysis,2018.0,AA Albanese;J Bonet;WJ Ricker
A note on the spectrum of composition operators on spaces of real analytic functions,Complex Analysis and Operator Theory,2017.0,J Bonet;P Domanski
Mean ergodic properties of the continuous Ces\aro operators,arXiv preprint arXiv:,2013.0,AA Albanese;J Bonet;WJ Ricker
Factorization of weakly compact operators between Banach spaces and Frechet or (LB)-spaces,Matematicki Vesnik,2012.0,J Bonet;JDM Wright
Convolution operators on quasianalytic classes of Roumieu type,Functional Analysis and Complex Analysis: Functional Analysis and Complex ...,2009.0,J Bonet;R Meise
Dense subspaces of quasinormable spaces,Mathematische Nachrichten,2006.0,J Bonet;S Dierolf;K Aye Aye
Closed linear maps from a barrelled normed space into itself need not be continuous,Bulletin of the Australian Mathematical Society,1998.0,J Bonet
Two classes of operators between Frechet spaces,Functional Analysis,1996.0,J Bonet;MS Ramanujan
Inductive limits of vector-valued sequence spaces,Publicacions matematiques,1989.0,JA Bonet Solves;S Dierolf;C Fernandez
Espacios tonelados,Publicaciones de la Unoversidad,1980.0,PP Carreras;JB Solves
Cesaro operators associated with Borel measures acting on weighted spaces of holomorphic functions with sup-norms,Analysis and Mathematical Physics,2024.0,MJ Beltran-Meneu;J Bonet;E Jorda
Integracion multiple y vectorial,Coleccion Academica,2023.0,JA Bonet Solves;V Calvo Rosello;A Peris Manguillot;...
Every separable complex Frechet space with a continuous norm is isomorphic to a space of holomorphic functions,Canadian Mathematical Bulletin,2021.0,J Bonet
Seminar about the Bounded Approximation Property in Fr\'echet Spaces,arXiv preprint arXiv:,2020.0,J Bonet
Schauder bases and the decay rate of the heat equation,Journal of Evolution Equations,2019.0,J Bonet;W Lusky;J Taskinen
El analisis matematico y los numeros primos,"Instituto Universitario de Matematica Pura y Aplicada, Universitat ...",2014.0,J Bonet
